Country,Year,Population
Tunisia,2000,9893316.0
Tunisia,2001,9995123.0
Tunisia,2002,10094561.0
Tunisia,2003,10193798.0
Tunisia,2004,10292225.0
Tunisia,2005,10388344.0
Tunisia,2006,10483558.0
Tunisia,2007,10580395.0
Tunisia,2008,10680380.0
Tunisia,2009,10784504.0
Tunisia,2010,10895063.0
Tunisia,2011,11032528.0
Tunisia,2012,11174383.0
Tunisia,2013,11300284.0
Tunisia,2014,11428948.0
Tunisia,2015,11557779.0
Tunisia,2016,11685667.0
Tunisia,2017,11811443.0
Tunisia,2018,11933041.0
Tunisia,2019,12049314.0
Tunisia,2020,12161723.0
Tunisia,2021,12262946.0
Tunisia,2022,12356117.0
Russian Federation,1980,139010000.0
Russian Federation,1981,139941000.0
Russian Federation,1982,140823000.0
Russian Federation,1983,141668000.0
Russian Federation,1984,142745000.0
Russian Federation,1985,143858000.0
Russian Federation,1986,144894000.0
Russian Federation,1987,145908000.0
Russian Federation,1988,146857000.0
Russian Federation,1989,147721000.0
Russian Federation,1990,147969407.0
Russian Federation,1991,148394216.0
Russian Federation,1992,148538197.0
Russian Federation,1993,148458777.0
Russian Federation,1994,148407912.0
Russian Federation,1995,148375787.0
Russian Federation,1996,148160129.0
Russian Federation,1997,147915361.0
Russian Federation,1998,147670784.0
Russian Federation,1999,147214776.0
Russian Federation,2000,146596869.0
Russian Federation,2001,145976482.0
Russian Federation,2002,145306497.0
Russian Federation,2003,144648618.0
Russian Federation,2004,144067316.0
Russian Federation,2005,143518814.0
Russian Federation,2006,143049637.0
Russian Federation,2007,142805114.0
Russian Federation,2008,142742366.0
Russian Federation,2009,142785349.0
Russian Federation,2010,142849468.0
Russian Federation,2011,142960908.0
Russian Federation,2012,143201721.0
Russian Federation,2013,143506995.0
Russian Federation,2014,143819667.0
Russian Federation,2015,144096870.0
Russian Federation,2016,144342397.0
Russian Federation,2017,144496739.0
Russian Federation,2018,144477859.0
Russian Federation,2019,144406261.0
Russian Federation,2020,144073139.0
Russian Federation,2021,143449286.0
Russian Federation,2022,143555736.0
